"wdpaid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc"
163905,"In der Heid bei HÃ¼ttingen","DEU","Germany",2010,2011,0.102941848104338,0.708780993699228,0.60583914559489,588.525615919423
163905,"In der Heid bei HÃ¼ttingen","DEU","Germany",2011,2012,0.708780993699228,0.102929801397734,-0.605851192301494,-85.4779117509163
163908,"NSG In der Laake","DEU","Germany",2010,2011,0.120431895966374,0.158499490612365,0.0380675946459911,31.6092297148756
163911,"In der Rommerswiese","DEU","Germany",2010,2011,0.0821130533147338,0.149643366801402,0.0675303134866679,82.2406557308602
163911,"In der Rommerswiese","DEU","Germany",2011,2012,0.149643366801402,0.0814008557743006,-0.0682425110271012,-45.6034320035507
163924,"Irrlichtsweiher","DEU","Germany",2010,2011,0.172736088620967,0.399850035379276,0.227113946758309,131.480311133282
163924,"Irrlichtsweiher","DEU","Germany",2011,2012,0.399850035379276,0.172744663645542,-0.227105371733733,-56.797637023669
163935,"JÃ¤gersgrÃ¼ner Hochmoor","DEU","Germany",2011,2012,0.0725353381188891,0.131791638483163,0.0592563003642741,81.6930090918581
163938,"Jahna-AuenwÃ¤lder","DEU","Germany",2011,2012,0.220642968828596,0.335220781680219,0.114577812851623,51.9290569103209
163939,"Heide und Moorwald am Filzteich","DEU","Germany",2013,2014,0.310173389450357,3.13762805844055,2.82745466899019,911.572289937764
163950,"Jockgrimer Tongruben","DEU","Germany",2010,2011,0.537968858477723,0.161840386218533,-0.37612847225919,-69.9164024704909
163950,"Jockgrimer Tongruben","DEU","Germany",2011,2012,0.161840386218533,0.537940846222751,0.376100460004219,232.389744483414
163962,"Kadelburger Lauffen-WutachmÃ¼ndung","DEU","Germany",2010,2011,0.314047359677036,0.387416935189119,0.0733695755120827,23.3625831427258
163971,"Kahlenberg am Sievenicherhof","DEU","Germany",2010,2011,0.154892919336356,0.0598295026901461,-0.0950634166462103,-61.373636092284
163971,"Kahlenberg am Sievenicherhof","DEU","Germany",2011,2012,0.0598295026901461,0.154874299212252,0.095044796522106,158.859412578336
163974,"NSG Kalbecker Torfkuhlen","DEU","Germany",2013,2014,0.0585632095853378,0.0495901008266074,-0.00897310875873043,-15.3220918427548
163977,"KÃ¤lberhalde","DEU","Germany",2010,2011,0.0459448327395458,0.0405174776052543,-0.00542735513429157,-11.8127650285689
163979,"Kalk-Zwischenmoor Wendischhagen","DEU","Germany",2011,2012,0.575334883583336,0.516222336290871,-0.0591125472924648,-10.274459098377
163990,"Kalkofen","DEU","Germany",2011,2012,0.0377792044698934,0.0329310312448276,-0.00484817322506582,-12.8329150735013
163996,"Kalksteinbruch bei Hadamar","DEU","Germany",2010,2011,0.0874394652831024,0.0982846047542093,0.0108451394711069,12.4030258373534
164022,"NSG Guenninghauser Mark","DEU","Germany",2011,2012,0.0575273217053818,2.26669947426771,2.20917215256233,3840.21380984205
164027,"NSG Karlsmoor","DEU","Germany",2011,2012,0.0372318713593688,0.0416623272276062,0.00443045586823738,11.8996325096685
164043,"Kauligenberg bei Mirbach","DEU","Germany",2010,2011,0.148454288691882,0.354727329540114,0.206273040848232,138.947175366791
164043,"Kauligenberg bei Mirbach","DEU","Germany",2011,2012,0.354727329540114,0.148430343382927,-0.206296986157187,-58.1564962656361
164050,"Kelterdell und Kuckuckslay bei EchternachbrÃ¼ck","DEU","Germany",2010,2011,0.617628648471338,0.0814223922487586,-0.536206256222579,-86.8169340184781
164050,"Kelterdell und Kuckuckslay bei EchternachbrÃ¼ck","DEU","Germany",2011,2012,0.0814223922487586,0.617414614662678,0.53599222241392,658.286016427
164054,"Kenner Flur","DEU","Germany",2010,2011,0.310615934435082,0.0135780361295327,-0.297037898305549,-95.6286736692285
164054,"Kenner Flur","DEU","Germany",2011,2012,0.0135780361295327,0.315588688252987,0.302010652123454,2224.25871637335
164073,"Kiesgrube am MÃ¼hlenstein","DEU","Germany",2010,2011,0.0464711591533847,0.423935951283536,0.377464792130152,812.256029345589
164073,"Kiesgrube am MÃ¼hlenstein","DEU","Germany",2011,2012,0.423935951283536,0.0464362077532455,-0.377499743530291,-89.0464095784629
164076,"Kiesgrube bei Oberkirch","DEU","Germany",2010,2011,0.0418351762242198,0.05676366298171,0.0149284867574902,35.6840537194812
164076,"Kiesgrube bei Oberkirch","DEU","Germany",2011,2012,0.05676366298171,0.0419325726916819,-0.0148310902900281,-26.1277893479265
164078,"Kiesgrube Einsiedel","DEU","Germany",2010,2011,0.105197888037012,0.0294242071889673,-0.0757736808480443,-72.0296597792771
164078,"Kiesgrube Einsiedel","DEU","Germany",2011,2012,0.0294242071889673,0.105203487685937,0.0757792804969694,257.540602573595
164081,"Kiesgrube von Niederhadamar","DEU","Germany",2010,2011,0.15812710402909,0.139318159530864,-0.0188089444982266,-11.8948263890082
164096,"NSG Kirchheller Heide, Schwarzbach","DEU","Germany",2013,2014,1.29397137560466,2.16032192603531,0.866350550430656,66.9528373474121
164097,"Kirchweiler Rohr","DEU","Germany",2010,2011,0.390904038421368,0.73796684695737,0.347062808536002,88.7846566992721
164097,"Kirchweiler Rohr","DEU","Germany",2011,2012,0.73796684695737,0.390864948613,-0.34710189834437,-47.0348904934508
164100,"Kirkeler Bachtal","DEU","Germany",2010,2011,0.228518961835507,0.180123868622817,-0.0483950932126898,-21.1777144548406
164100,"Kirkeler Bachtal","DEU","Germany",2013,2014,0.172491964922612,0.199769325496222,0.0272773605736103,15.8136992559904
164104,"Kistnerweiher","DEU","Germany",2010,2011,0.34154222908072,0.137679406140342,-0.203862822940378,-59.6889068415013
164104,"Kistnerweiher","DEU","Germany",2011,2012,0.137679406140342,0.341339913403319,0.203660507262977,147.923725829684
164111,"Klein Marzehns","DEU","Germany",2010,2011,0.202858429737388,0.175924622467841,-0.0269338072695469,-13.2771447084621
164113,"Kleine Kalmit","DEU","Germany",2010,2011,0.056367192372042,0.281330541319196,0.224963348947154,399.103342707441
164113,"Kleine Kalmit","DEU","Germany",2011,2012,0.281330541319196,0.0564219462552314,-0.224908595063964,-79.9446067992968
164124,"Kleiner Kranichsee","DEU","Germany",2013,2014,0.290525331993058,1.03752688320692,0.747001551213861,257.120969827069
164131,"Kleines Altwasser","DEU","Germany",2010,2011,0.0825704611080258,2.17213782480687,2.08956736369885,2530.64756531406
164131,"Kleines Altwasser","DEU","Germany",2011,2012,2.17213782480687,0.0826916072440166,-2.08944621756286,-96.1930773314825
164138,"Kleve","DEU","Germany",2010,2011,0.0803562276157806,0.132235416085397,0.0518791884696164,64.5615032075352
164144,"Klippeneck","DEU","Germany",2010,2011,0.102759735939833,0.0923043948703925,-0.0104553410694407,-10.1745503468035
164147,"Kloppwiesen","DEU","Germany",2010,2011,0.329699412832189,0.26769913978078,-0.0620002730514082,-18.8050905274027
164147,"Kloppwiesen","DEU","Germany",2011,2012,0.26769913978078,0.329908194163486,0.0622090543827054,23.2384214733183
164148,"KlÃ¶ÃŸweiher","DEU","Germany",2010,2011,0.0706708718259302,0.241841851658505,0.171170979832575,242.208671564413
164148,"KlÃ¶ÃŸweiher","DEU","Germany",2011,2012,0.241841851658505,0.0706012855741724,-0.171240566084333,-70.8068371582494
164155,"Klotzberg","DEU","Germany",2011,2012,0.0615162549344915,0.0548846612765802,-0.00663159365791129,-10.7802298188881
164159,"NSG Hecken- und Gruenlandkomplex auf der Sonnenborner Hochflaeche und dem Knappberg","DEU","Germany",2010,2011,0.057137139219525,0.51325504356235,0.456117904342825,798.286212038701
164168,"NSG Knollmanns Meerkott","DEU","Germany",2013,2014,0.100558288356274,0.11615972651873,0.0156014381624553,15.5148207248516
164171,"Kobergswiese bei Berndorf","DEU","Germany",2010,2011,0.0106363814977787,0.0536307369955233,0.0429943554977447,404.2197575061
164171,"Kobergswiese bei Berndorf","DEU","Germany",2011,2012,0.0536307369955233,0.0105715878521082,-0.0430591491434151,-80.2881920996337
164183,"NSG Koffituten","DEU","Germany",2011,2012,0.198983073220495,0.235053611952005,0.0360705387315104,18.1274407655471
164189,"Kohllache/ SpieÃŸlache","DEU","Germany",2010,2011,0.108809478831783,0.560705985626954,0.451896506795171,415.309871572672
164189,"Kohllache/ SpieÃŸlache","DEU","Germany",2011,2012,0.560705985626954,0.108721903461995,-0.451984082164959,-80.6098193618484
164191,"KÃ¶hntoptal","DEU","Germany",2010,2011,0.804477156290579,0.677552808970289,-0.12692434732029,-15.7772469146961
164199,"KÃ¶nigsbachtal bei NeuhÃ¼tten","DEU","Germany",2010,2011,2.19113635914973,0.0786138516468702,-2.11252250750286,-96.4121880722487
164199,"KÃ¶nigsbachtal bei NeuhÃ¼tten","DEU","Germany",2011,2012,0.0786138516468702,2.19055419379288,2.11194034214601,2686.47356401357
164200,"KÃ¶nigsbruch","DEU","Germany",2010,2011,1.2190220230743,0.225297660238874,-0.993724362835426,-81.5181632510061
164200,"KÃ¶nigsbruch","DEU","Germany",2011,2012,0.225297660238874,1.21895494754319,0.993657287304312,441.041991404072
164205,"Koppe","DEU","Germany",2011,2012,0.20570354134229,0.233181749899464,0.0274782085571732,13.3581601842476
164207,"Koppelstein","DEU","Germany",2010,2011,0.869622236991001,0.342885011508865,-0.526737225482137,-60.5708091486611
164207,"Koppelstein","DEU","Germany",2011,2012,0.342885011508865,0.868339942386045,0.52545493087718,153.24523185336
164211,"KornbÃ¼hl","DEU","Germany",2010,2011,0.125358207989216,0.0997723292608726,-0.0255858787283437,-20.4102141684609
164212,"Korretsberg","DEU","Germany",2010,2011,0.870413399396926,0.65991641975963,-0.210496979637296,-24.1835637851096
164212,"Korretsberg","DEU","Germany",2011,2012,0.65991641975963,0.870817078396978,0.210900658637348,31.9586923923134
164235,"Kranichsmoorsee","DEU","Germany",2011,2012,0.135780949195278,0.157548413525756,0.0217674643304777,16.0313095905465
164240,"Krausenbruch","DEU","Germany",2010,2011,0.269998458851524,0.126215217855497,-0.143783240996027,-53.2533561886349
164240,"Krausenbruch","DEU","Germany",2011,2012,0.126215217855497,0.269767119700988,0.143551901845491,113.735811168066
164243,"Krebsbachtal","DEU","Germany",2010,2011,0.204477737813424,0.227352250854626,0.0228745130412021,11.186798761474
164249,"Kremmener Luch","DEU","Germany",2011,2012,6.61360796766077,11.8470249581497,5.23341699048895,79.1310433893168
164255,"NSG Kreuzbusch","DEU","Germany",2013,2014,0.0291637003283795,0.0735416329799677,0.0443779326515882,152.168387933967
164257,"Kreuzmoos","DEU","Germany",2010,2011,0.0482645227753088,0.0543782819518594,0.00611375917655062,12.6671907749149
164261,"Krombachtalsperre","DEU","Germany",2010,2011,0.431020236283588,0.0485519535875671,-0.382468282696021,-88.7355744578956
164261,"Krombachtalsperre","DEU","Germany",2011,2012,0.0485519535875671,0.431611956021906,0.383060002434339,788.969287803139
164267,"NSG Krummbeck","DEU","Germany",2013,2014,0.218100291262382,0.584823719163211,0.366723427900829,168.144400806714
164281,"NSG Kuhgrabensee","DEU","Germany",2010,2011,2.43485623302748,0.280651168244354,-2.15420506478312,-88.4736041316331
164281,"NSG Kuhgrabensee","DEU","Germany",2013,2014,0.281345921860142,0.320606783619064,0.0392608617589219,13.9546582013151
164291,"Kuhstiebel","DEU","Germany",2010,2011,0.149657738129656,1.20936368706878,1.05970594893913,708.086305581505
164291,"Kuhstiebel","DEU","Germany",2011,2012,1.20936368706878,0.149791807027809,-1.05957188004097,-87.6139982844309
164304,"Kurpark Bad Kreuznach","DEU","Germany",2010,2011,0.0479512643262179,0.752048515949295,0.704097251623077,1468.36013923016
164304,"Kurpark Bad Kreuznach","DEU","Germany",2011,2012,0.752048515949295,0.0479908172891217,-0.704057698660173,-93.6186540799773
164310,"Laarsche Bruch","DEU","Germany",2011,2012,0.0913927940067605,0.0677339232991132,-0.0236588707076473,-25.8870198299192
164317,"LachmÃ¶wenkolonie Stelle","DEU","Germany",2011,2012,0.0298507927026036,0.0340996973176879,0.00424890461508428,14.2338083193137
164317,"LachmÃ¶wenkolonie Stelle","DEU","Germany",2013,2014,0.0337437388134284,0.0267179279500994,-0.00702581086332906,-20.8210800296176
164323,"Lahnaltarm von Bellnhausen","DEU","Germany",2010,2011,0.204201416056213,0.1637030265521,-0.0404983895041132,-19.8325703544409
164328,"Lambsbachtal","DEU","Germany",2010,2011,0.115558978139155,0.351493006427067,0.235934028287913,204.167631184662
164328,"Lambsbachtal","DEU","Germany",2011,2012,0.351493006427067,0.115553113167716,-0.235939893259351,-67.1250605119244
164336,"Landskrone","DEU","Germany",2010,2011,0.0485775268376665,0.031848119292432,-0.0167294075452345,-34.4385740367966
164336,"Landskrone","DEU","Germany",2011,2012,0.031848119292432,0.048578783622981,0.016730664330549,52.5326603336503
164337,"Landwiesen","DEU","Germany",2010,2011,1.65745167703454,0.349613481991689,-1.30783819504285,-78.9065656129893
164337,"Landwiesen","DEU","Germany",2011,2012,0.349613481991689,1.65569549697813,1.30608201498644,373.578847001526
164338,"Langbruch","DEU","Germany",2010,2011,0.42616892671881,0.131530623330124,-0.294638303388685,-69.1365054832096
164338,"Langbruch","DEU","Germany",2011,2012,0.131530623330124,0.426112417785926,0.294581794455802,223.964417561104
164339,"Lange Dammwiesen und Unteres Annatal","DEU","Germany",2011,2012,2.40738439300174,0.012614354206117,-2.39477003879562,-99.4760141237608
164351,"Langenberg und Bocksberg bei Wallendorf","DEU","Germany",2010,2011,0.472566259336776,0.0864336325668652,-0.386132626769911,-81.7097325805337
164351,"Langenberg und Bocksberg bei Wallendorf","DEU","Germany",2011,2012,0.0864336325668652,0.472597542977992,0.386163910411126,446.775056124581
164354,"Langenbergskopf","DEU","Germany",2010,2011,0.0184996934419439,0.683032533497878,0.664532840055934,3592.12892981921
164354,"Langenbergskopf","DEU","Germany",2011,2012,0.683032533497878,0.0184773169526813,-0.664555216545197,-97.2948115870767
164364,"Langer Grund bei SchÃ¶nstadt","DEU","Germany",2010,2011,0.283776821601783,0.219622933606444,-0.0641538879953397,-22.6071627813794
164377,"NSG Lanstroper See","DEU","Germany",2010,2011,0.41621292388594,0.728402474519682,0.312189550633742,75.0071736646256
164388,"Laubenheimer-Bodenheimer Ried","DEU","Germany",2010,2011,0.720154630162001,0.214716680853357,-0.505437949308644,-70.1846420392998
164388,"Laubenheimer-Bodenheimer Ried","DEU","Germany",2011,2012,0.214716680853357,0.852741682140613,0.638025001287256,297.14738452156
164393,"NSG Laubwald im ""Broecker Holz""","DEU","Germany",2013,2014,0.191704932017876,0.362239686520148,0.170534754502272,88.9568946960474
164400,"FÃ¶rsterhofer Heide","DEU","Germany",2010,2011,1.02441883244342,0.832171164428979,-0.192247668014438,-18.766510525377
164410,"Lechauwald bei Unterbergen","DEU","Germany",2011,2012,2.14494403436878,3.66826918970725,1.52332515533847,71.0193427394834
164412,"Lehenbruch","DEU","Germany",2010,2011,0.566176491719624,0.326345854861857,-0.239830636857767,-42.359695318564
164412,"Lehenbruch","DEU","Germany",2011,2012,0.326345854861857,0.566051820207567,0.23970596534571,73.4515121839614
164417,"Lehrenkopf","DEU","Germany",2010,2011,0.351790899401566,0.315590367052799,-0.0362005323487671,-10.2903549836986
164417,"Lehrenkopf","DEU","Germany",2011,2012,0.315590367052799,0.350372742248382,0.0347823751955829,11.0213678321061
164422,"Leinawald","DEU","Germany",2011,2012,0.709424643407745,18.4113855102893,17.7019608668815,2495.25598403934
164427,"NSG Leitmarer Felsen","DEU","Germany",2011,2012,0.210469686390908,0.235351908385237,0.0248822219943292,11.8222355062169
164434,"Lennebergwald","DEU","Germany",2010,2011,7.91795335138973,0.0136169882392547,-7.90433636315047,-99.8280238890664
164434,"Lennebergwald","DEU","Germany",2011,2012,0.0136169882392547,7.91982444192359,7.90620745368434,58061.3518552693
164458,"NSG Lilienvenn","DEU","Germany",2011,2012,0.93714335602986,1.12102875426096,0.183885398231099,19.6219070484708
164467,"Lindians Seifen","DEU","Germany",2010,2011,0.636545074087053,0.341989083561851,-0.294555990525202,-46.2741764120413
164467,"Lindians Seifen","DEU","Germany",2011,2012,0.341989083561851,0.634993240620001,0.29300415705815,85.6764648761541
164506,"LohhÃ¼gel bei Ruppertsburg","DEU","Germany",2010,2011,0.0943069150892783,0.0738873889495202,-0.0204195261397581,-21.6522045286153
164511,"LÃ¼bbersdorfer Kiesgrube","DEU","Germany",2013,2014,0.0991551393633327,0.0851773629624178,-0.0139777764009149,-14.096875351762
164531,"Lutzketal","DEU","Germany",2010,2011,0.180680129907344,0.15917089501042,-0.0215092348969234,-11.9045934425406
164545,"Mahlscheid","DEU","Germany",2010,2011,0.174858618056655,0.700164218544005,0.52530560048735,300.417335059315
164545,"Mahlscheid","DEU","Germany",2011,2012,0.700164218544005,0.175332187512774,-0.524832031031231,-74.958419343768
164558,"Mainzer Sand Teil II","DEU","Germany",2010,2011,1.158113937042,0.146710549478389,-1.01140338756361,-87.3319416349387
164558,"Mainzer Sand Teil II","DEU","Germany",2011,2012,0.146710549478389,1.15802463530097,1.01131408582258,689.326084196522
164559,"Mairied von Rodheim und GÃ¤nsweid von Steinheim","DEU","Germany",2010,2011,0.167874853951728,0.209336150484813,0.0414612965330849,24.6977409404073
164575,"NSG Marscheider Bachtal","DEU","Germany",2013,2014,0.298852676631351,0.350739922665023,0.0518872460336726,17.3621486742373
164582,"NSG Mastbruch","DEU","Germany",2010,2011,0.325296941745709,0.382792170688573,0.0574952289428646,17.674690894515
164585,"MÃ¤uerchenberg, Hierneberg und Pinnert bei GÃ¶nnersdorf","DEU","Germany",2010,2011,0.399729831666319,0.00845790775170887,-0.39127192391461,-97.8840939350333
164585,"MÃ¤uerchenberg, Hierneberg und Pinnert bei GÃ¶nnersdorf","DEU","Germany",2011,2012,0.00845790775170887,0.399586774914873,0.391128867163165,4624.41632901635
164594,"Meerfelder Maar","DEU","Germany",2010,2011,2.66417993558606,0.0105715940359116,-2.65360834155014,-99.6031951935864
164594,"Meerfelder Maar","DEU","Germany",2011,2012,0.0105715940359116,2.66383032960356,2.65325873556765,25098.0006095066
164596,"Mehlenbachtal zw. Gandenbrett u. Weinsfeld","DEU","Germany",2010,2011,1.68169739601265,3.50627029975281,1.82457290374016,108.495910623771
164596,"Mehlenbachtal zw. Gandenbrett u. Weinsfeld","DEU","Germany",2011,2012,3.50627029975281,1.68108931834859,-1.82518098140422,-52.0547711775928
164600,"Meirother Kopf und Tiefenstein","DEU","Germany",2010,2011,0.738402921105343,0.385495771778445,-0.352907149326899,-47.7933035257524
164600,"Meirother Kopf und Tiefenstein","DEU","Germany",2011,2012,0.385495771778445,0.737963264096625,0.352467492318181,91.4322589563327
164641,"Mittleres Ourtal zw. DreilÃ¤ndereck und RellesmÃ¼hle","DEU","Germany",2010,2011,5.25261326146537,0.312579981599214,-4.94003327986615,-94.0490577539301
164641,"Mittleres Ourtal zw. DreilÃ¤ndereck und RellesmÃ¼hle","DEU","Germany",2011,2012,0.312579981599214,5.00536749010491,4.69278750850569,1501.30775633698
164649,"NSG Moenchsfelsen","DEU","Germany",2013,2014,0.0454686588158786,0.05053888648316,0.00507022766728139,11.1510385380243
164654,"Momberger Bruchwiesen und Lohgrund bei Mengsberg","DEU","Germany",2010,2011,0.865830051930882,0.608309492089068,-0.257520559841814,-29.7426220385304
164679,"Moorkamp bei SÃ¼ddorf","DEU","Germany",2013,2014,0.223667585089627,0.187548321213131,-0.0361192638764964,-16.1486358705142
164680,"Moorwiese bei VoÃŸwinkel","DEU","Germany",2010,2011,0.0651601095858591,0.932443149796387,0.867283040210528,1331.00304115932
164680,"Moorwiese bei VoÃŸwinkel","DEU","Germany",2011,2012,0.932443149796387,0.0675847382477689,-0.864858411548618,-92.7518650051183
164682,"Moorwiesen-Ringgasser Bruch","DEU","Germany",2010,2011,0.224795231161214,0.288267028610358,0.0634717974491441,28.2353843189959
164682,"Moorwiesen-Ringgasser Bruch","DEU","Germany",2011,2012,0.288267028610358,0.224861080023839,-0.0634059485865199,-21.99556046773
164685,"Moosbachtal","DEU","Germany",2010,2011,0.708325470279482,1.45148413260261,0.743158662323127,104.917681702156
164685,"Moosbachtal","DEU","Germany",2011,2012,1.45148413260261,0.708518484773302,-0.742965647829306,-51.1866186574922
164692,"Morgenbachtal","DEU","Germany",2010,2011,2.15127184885766,0.617079120836488,-1.53419272802117,-71.3156140092587
164692,"Morgenbachtal","DEU","Germany",2011,2012,0.617079120836488,2.14861657644311,1.53153745560663,248.191423740044
164697,"MÃ¶schelberg bei Lissendorf","DEU","Germany",2010,2011,0.161682235414724,0.771354392809153,0.609672157394428,377.080484959021
164697,"MÃ¶schelberg bei Lissendorf","DEU","Germany",2011,2012,0.771354392809153,0.162018692351692,-0.609335700457461,-78.9955571833013
164701,"MÃ¶ttbachtal bei WeilmÃ¼nster","DEU","Germany",2010,2011,0.252687778764314,0.172746826727705,-0.0799409520366089,-31.6362557886788
164710,"NSG Muehlenbruch","DEU","Germany",2013,2014,0.141556604904061,0.174915974316773,0.0333593694127124,23.5660988304442
164714,"NSG Muensterbusch zwischen Hamm und Haumuehle","DEU","Germany",2011,2012,1.03291691453501,1.2216999904146,0.188783075879587,18.2766951749039
164716,"MÃ¼hlbachtal bei Gusternhain","DEU","Germany",2010,2011,0.369669273525893,0.420040244954162,0.0503709714282696,13.6259556948926
164730,"MÃ¼llenbachtal - Kaulenbachtal","DEU","Germany",2010,2011,1.6348153556905,0.154672645039053,-1.48014271065145,-90.5388309144109
164730,"MÃ¼llenbachtal - Kaulenbachtal","DEU","Germany",2011,2012,0.154672645039053,1.6647630277233,1.51009038268425,976.313802807841
164740,"MuÃŸbacher Baggerweiher","DEU","Germany",2010,2011,0.204921880732432,0.0957094775999238,-0.109212403132508,-53.2946519630609
164740,"MuÃŸbacher Baggerweiher","DEU","Germany",2011,2012,0.0957094775999238,0.204961784012212,0.109252306412288,114.149934940587
164743,"NSG Naafbachtal","DEU","Germany",2013,2014,0.931218053155956,1.64702861302493,0.715810559868976,76.8682004652992
164745,"Nachtigallental","DEU","Germany",2010,2011,0.342706632923737,1.65122666146901,1.30852002854527,381.819288813257
164745,"Nachtigallental","DEU","Germany",2011,2012,1.65122666146901,0.342771080604254,-1.30845558086475,-79.2414276850818
164747,"Nacker MÃ¼hle","DEU","Germany",2010,2011,0.267148421994825,0.294437876823815,0.0272894548289901,10.2150911561509
164752,"Namedyer Werth","DEU","Germany",2010,2011,0.154694520743063,0.0759664645554097,-0.0787280561876535,-50.8925951672298
164752,"Namedyer Werth","DEU","Germany",2011,2012,0.0759664645554097,0.154596108136499,0.0786296435810894,103.505729852331
164755,"NaÃŸwiese am Bahndamm","DEU","Germany",2010,2011,0.0185601709601677,0.0799936584769066,0.0614334875167389,330.996345069139
164755,"NaÃŸwiese am Bahndamm","DEU","Germany",2011,2012,0.0799936584769066,0.0186098303114394,-0.0613838281654672,-76.7358679853205
164756,"NSG Liemecke und Hangwaelder um Elkeringhausen","DEU","Germany",2011,2012,0.00757065108125589,0.386449378780357,0.378878727699101,5004.57257417614
164766,"Nebeler Hintersprung","DEU","Germany",2010,2011,0.176143288611127,0.15120000744733,-0.0249432811637966,-14.1607899798351
164778,"NeÃŸsand","DEU","Germany",2013,2014,0.113794456106822,0.130649518846283,0.0168550627394607,14.8118487632107
164782,"Nettetal","DEU","Germany",2010,2011,7.30943362815495,0.656613923982429,-6.65281970417252,-91.0168973769289
164782,"Nettetal","DEU","Germany",2011,2012,0.656613923982429,7.22268019596166,6.56606627197923,999.98888725286
164788,"NSG Neue Weser","DEU","Germany",2010,2011,6.4958054340332,0.341119120848232,-6.15468631318497,-94.7486247192531
164796,"Neuhofener Altrhein (nÃ¶rdliche Erweiterung)","DEU","Germany",2010,2011,0.136427952264476,0.432170290437672,0.295742338173196,216.775472521846
164796,"Neuhofener Altrhein (nÃ¶rdliche Erweiterung)","DEU","Germany",2011,2012,0.432170290437672,0.136479854854811,-0.295690435582861,-68.4198895956976
164804,"Neuwoogmoor","DEU","Germany",2010,2011,0.635299638954306,0.394284147331066,-0.24101549162324,-37.9372939704402
164804,"Neuwoogmoor","DEU","Germany",2011,2012,0.394284147331066,0.63468790643406,0.240403759102994,60.9722102017802
164826,"Niesenberg bei Weinsheim","DEU","Germany",2010,2011,0.076870721826925,0.171785152600089,0.0949144307731641,123.472797597588
164826,"Niesenberg bei Weinsheim","DEU","Germany",2011,2012,0.171785152600089,0.0768140743953995,-0.0949710782046896,-55.2848000931603
164828,"Nisteraue","DEU","Germany",2010,2011,0.190093575785292,5.46415570113555,5.27406212535026,2774.45574031773
164828,"Nisteraue","DEU","Germany",2011,2012,5.46415570113555,0.190088911201058,-5.2740667899345,-96.5211659111113
164847,"NSG nordwestlich Ofden","DEU","Germany",2011,2012,0.0132178739124654,0.0179316343618385,0.00471376044937315,35.6620170580365
164850,"Nunkirche mit Rochusfeld","DEU","Germany",2010,2011,0.0417577834930922,0.0660167658913505,0.0242589823982583,58.0945164445124
164850,"Nunkirche mit Rochusfeld","DEU","Germany",2011,2012,0.0660167658913505,0.041604383715997,-0.0244123821753535,-36.9790640994609
164873,"Oberer Schwarzenbach","DEU","Germany",2010,2011,0.020605273508727,0.0318427631235392,0.0112374896148121,54.536959240326
164907,"Obig den Scharren bei Pfeffingen","DEU","Germany",2010,2011,0.0467285722258893,1.51663919524443,1.46991062301854,3145.63564217817
164907,"Obig den Scharren bei Pfeffingen","DEU","Germany",2011,2012,1.51663919524443,0.0467829383596725,-1.46985625688476,-96.9153547853461
164924,"Oelsen","DEU","Germany",2013,2014,1.39708793692687,5.13543707074353,3.73834913381666,267.581519745979
164928,"NSG Oestricher Wald","DEU","Germany",2013,2014,0.101112819031091,1.50500807248987,1.40389525345878,1388.44438016024
164932,"Ohlen Kuhlen","DEU","Germany",2011,2012,0.0339364209165649,0.0380262780494199,0.00408985713285501,12.0515275989481
164933,"Ohlsteinbruch bei  Steinau an der StraÃŸe","DEU","Germany",2010,2011,0.305760821180133,0.253965854851663,-0.05179496632847,-16.9397001645139
164939,"OlbrÃ¼ck","DEU","Germany",2010,2011,0.424091018671738,0.0879060402543091,-0.336184978417429,-79.2718929701382
164939,"OlbrÃ¼ck","DEU","Germany",2011,2012,0.0879060402543091,0.423843042519007,0.335937002264697,382.154629298332
164946,"Oppenheimer WÃ¤ldchen","DEU","Germany",2010,2011,0.281464733411095,0.182698142047046,-0.0987665913640491,-35.0902190008277
164946,"Oppenheimer WÃ¤ldchen","DEU","Germany",2011,2012,0.182698142047046,0.235762568370409,0.0530644263233628,29.0448636908953
164955,"Osterberg","DEU","Germany",2010,2011,0.090525664018423,3.09081801844329,3.00029235442487,3314.30030031514
164955,"Osterberg","DEU","Germany",2011,2012,3.09081801844329,0.0904232089364596,-3.00039480950683,-97.0744570402756
164965,"Ã–stliche Malse","DEU","Germany",2013,2014,0.461433233878719,0.78345804799973,0.322024814121011,69.7879542429428
164967,"Ostpeene","DEU","Germany",2013,2014,0.883195823768935,1.59951560497045,0.716319781201516,81.1054311992447
164971,"Ourschleife/Falkenstein","DEU","Germany",2010,2011,2.66334429179816,0.874559502137326,-1.78878478966083,-67.1631074949432
164971,"Ourschleife/Falkenstein","DEU","Germany",2011,2012,0.874559502137326,2.64683259363993,1.77227309150261,202.647514225318
164986,"Perfeist bei Wasserliesch","DEU","Germany",2010,2011,0.224057987784913,0.0195605217538835,-0.204497466031029,-91.2698842173568
164986,"Perfeist bei Wasserliesch","DEU","Germany",2011,2012,0.0195605217538835,0.223998237835374,0.204437716081491,1045.15471853864
165003,"Elbinseln Pillnitz und Gauernitz","DEU","Germany",2010,2011,0.142565614658588,0.272162734768163,0.129597120109575,90.903490592687
165026,"NSG Postwegmoore","DEU","Germany",2010,2011,0.324780427895904,0.779610510587627,0.454830082691724,140.042331256951
165041,"PrimerkÃ¶pfchen bei Ingendorf","DEU","Germany",2010,2011,0.0159498470865182,0.0291541308103577,0.0132042837238395,82.7862715687135
