"wdpaid","wdpa_pid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc","wdpa_yr"
330521,"330521","Verkholm II","FIN","Finland",2016,2017,0.001210605,0.00199999521855,0.00078939021855,65.2062579082359,2017
330568,"330568","Liminganlahden luonnonsuojelualue, Isonniityn lohkokunta","FIN","Finland",2016,2017,3.250453392,2.38000005575958,-0.87045333624042,-26.7794437041545,2017
330569,"330569","Liminganlahden luonnonsuojelualue, Isonniityn lohkokunta","FIN","Finland",2016,2017,3.148771762,2.67559996594248,-0.47317179605752,-15.0271862117112,2017
331,"331","Laguna de Tacarigua","VEN","Venezuela, Bolivarian Republic of",2008,2010,391,195.5,-195.5,-50,2017
33395,"33395","Solovetsky","RUS","Russian Federation",2008,2010,300,0.2,-299.8,-99.9333333333333,2017
336,"336","Laguna de la Restinga","VEN","Venezuela, Bolivarian Republic of",2008,2010,171.8,63.64,-108.16,-62.9569266589057,2017
337563,"337563","Bjugnholmen","NOR","Norway",2015,2016,0.028377,0.061894884,0.033517884,118.11637593826,2017
337569,"337569","Vassholmen","NOR","Norway",2016,2017,0.60558815,0.3924157041375,-0.2131724458625,-35.2008945126321,2017
337830,"337830","Delta Dunarii","ROU","Romania",2014,2015,1939,1232.946639,-706.053361,-36.4132728726147,2016
3390,"3390","Pulau Berhala","MYS","Malaysia",2008,2010,1.73,0.88,-0.85,-49.1329479768786,2017
340,"340","Cuare","VEN","Venezuela, Bolivarian Republic of",2008,2010,118.53,18.92,-99.61,-84.0377963384797,2017
3406,"3406","Kabili Sepilok","MYS","Malaysia",2008,2010,42.76,0.02,-42.74,-99.9532273152479,2017
342,"342","Virgin Islands","VIR","Virgin Islands, U.S.",2008,2010,53.08,17.52,-35.56,-66.9932177844763,2017
342344,"342344","Archipi�lago de San Lorenzo","MEX","Mexico",2008,2010,584.42,0.45,-583.97,-99.9230005817734,2015
342344,"342344","Archipi�lago de San Lorenzo","MEX","Mexico",2014,2015,0.45,584.428045,583.978045,129772.898888889,2015
342400,"342400","Sandbore","BLZ","Belize",2011,2012,5.21,4.471577,-0.738423,-14.1731861804223,2017
3438,"3438","Pulau Sakar","MYS","Malaysia",2008,2010,7.92,0.55,-7.37,-93.0555555555556,2017
3443,"3443","Selangan Island","MYS","Malaysia",2005,2006,1.2,1.61,0.41,34.1666666666667,2017
3443,"3443","Selangan Island","MYS","Malaysia",2008,2010,1.61,0.83,-0.78,-48.4472049689441,2017
345268,"345268","Espoonlahden luonnonsuojelualue","FIN","Finland",2016,2017,1.698878236,1.23479990369336,-0.46407833230664,-27.316750693052,2017
345275,"345275","Halkkoaukko, Jormala","FIN","Finland",2016,2017,0.039447588,0.02119999746537,-0.01824759053463,-46.2578105780004,2017
345276,"345276","Halkkoaukko, Kuhakolmio","FIN","Finland",2016,2017,0.02543,0.0155999501017,-0.0098300498983,-38.6553279524184,2017
345278,"345278","Halkkoaukko, Poukama","FIN","Finland",2016,2017,0.00918,0.00119998933136,-0.00798001066864,-86.9282207912854,2017
345282,"345282","Halkkoaukko,Leppäkari","FIN","Finland",2016,2017,0.021058983,0.01439993714632,-0.00665904585368,-31.6209280081569,2017
345310,"345310","Hapenkari","FIN","Finland",2016,2017,0.002262398,0.000399997810396,-0.001862400189604,-82.3197416901889,2017
345336,"345336","Hällörsfjärden 22 ja Laajalahti","FIN","Finland",2016,2017,1.34722764,0.77360001992616,-0.57362762007384,-42.5783737686558,2017
345337,"345337","Härkmeren kosteikot ja saaristo","FIN","Finland",2016,2017,1.834692744,1.5396002900568,-0.2950924539432,-16.0840257807876,2017
3454,"3454","Tabawan,Bohayan,Maganting,Silumpat Islands","MYS","Malaysia",2005,2006,10.09,1.77,-8.32,-82.4578790882062,2017
3454,"3454","Tabawan,Bohayan,Maganting,Silumpat Islands","MYS","Malaysia",2008,2010,1.77,0.39,-1.38,-77.9661016949153,2017
345426,"345426","Korpskär","FIN","Finland",2016,2017,0.009743617,0.008399996359948,-0.001343620640052,-13.7897522044637,2017
345471,"345471","Luodon saaristo 89","FIN","Finland",2016,2017,0.00079233,0.000399999193376,-0.000392330806624,-49.5160863054535,2017
345489,"345489","Mietoistenlahti, Vesialue","FIN","Finland",2016,2017,0.74561328,0.3691999836582,-0.3764132963418,-50.4837167521748,2017
345506,"345506","Niittyrannan luonnonsuojelualue","FIN","Finland",2016,2017,0.107926035,0.065199979971,-0.042726055029,-39.5882745335729,2017
345517,"345517","Oukkulanlahti, Jaakola","FIN","Finland",2016,2017,0.014227041,0.004799999815788,-0.009427041184212,-66.261432607188,2017
345520,"345520","Oukkulanlahti, vesialue","FIN","Finland",2016,2017,0.0504,0.0443999236472,-0.0060000763528,-11.9049133984127,2017
345521,"345521","Oukkulanlahti, Vesialue","FIN","Finland",2016,2017,0.116142799,0.043999998717724,-0.072142800282276,-62.1156032947648,2017
345533,"345533","Parhalahti-Syölatinlahti ja Heinikarinlammen luonnonsuojelualue","FIN","Finland",2016,2017,0.879108233,0.43400001651237,-0.44510821648763,-50.631787961839,2017
345548,"345548","Pernajanlahti","FIN","Finland",2016,2017,3.905841375,1.63520004696384,-2.27064132803616,-58.1344993314318,2017
345589,"345589","Ruissalon lintulahdet ja -rannat","FIN","Finland",2016,2017,0.368852158,0.17520002851136,-0.19365212948864,-52.5012868404148,2017
345659,"345659","Södra Stadsfjärden 1","FIN","Finland",2016,2017,1.520627328,0.3687999421036,-1.1518273858964,-75.7468555698875,2017
345701,"345701","Vassorfjärden 3","FIN","Finland",2016,2017,1.412366392,0.9164000334916,-0.4959663585084,-35.1159841608862,2017
345741,"345741","Ändholmenin luonnonsuojelualue","FIN","Finland",2016,2017,0.001214864,0.00399999693708,0.00278513293708,229.254709751873,2017
345773,"345773","Saunalahden meriuposkuoriainen","FIN","Finland",2016,2017,0.08325531,0.05359995459952,-0.02965535540048,-35.6197765649783,2017
3458,"3458","Tanjong Nagas","MYS","Malaysia",2008,2010,10.91,0.23,-10.68,-97.8918423464711,2017
345900,"345900","Ile aux moutons,  îlots Enez ar Razed et Penneg Ern","FRA","France",2015,2016,0.021718,0.14737,0.125652,578.561561838107,2017
345902,"345902","Ilots de la baie de Morlaix (marin)","FRA","France",2015,2016,0.029971,0.17312,0.143149,477.625037536285,2017
345972,"345972","Le Cap Taillat","FRA","France",2015,2016,0.475579,1.424632,0.949053,199.557381633756,2017
346059,"346059","Søm","NOR","Norway",2016,2017,0.656457089,0.06717887705838,-0.58927821194162,-89.7664480764896,2017
346060,"346060","Hovedøya","NOR","Norway",2015,2016,0.552161,0.27667021,-0.27549079,-49.8931996283693,2017
347,"347","National Park Iona","AGO","Angola",2008,2010,15150,25.28,-15124.72,-99.8331353135314,2017
348,"348","National Park Quiçãma","AGO","Angola",2008,2010,9500,28.44,-9471.56,-99.7006315789474,2017
352712,"352712","Graveline Bay","USA","United States of America",2008,2011,8.9,-9,-17.9,-201.123595505618,2017
352713,"352713","Hancock County Marsh","USA","United States of America",2008,2011,88.42,-9,-97.42,-110.178692603483,2017
352714,"352714","Jourdan River","USA","United States of America",2008,2011,25.27,-9,-34.27,-135.615354174911,2017
352715,"352715","Old Fort Bayou","USA","United States of America",2008,2011,5.2,-9,-14.2,-273.076923076923,2017
352716,"352716","Pascagoula River Marsh","USA","United States of America",2008,2011,85.92,-9,-94.92,-110.474860335196,2017
352717,"352717","Round Island","USA","United States of America",2008,2011,0.26,-9,-9.26,-3561.53846153846,2017
352717,"352717","Round Island","USA","United States of America",2011,2016,-9,0.268324,9.268324,-102.981377777778,2017
352718,"352718","Bayou La Croix","USA","United States of America",2008,2011,5,-9,-14,-280,2017
352719,"352719","Wolf River Marsh","USA","United States of America",2008,2011,11.9,-9,-20.9,-175.63025210084,2017
352720,"352720","Bayou Portage","USA","United States of America",2008,2011,4.11,-9,-13.11,-318.978102189781,2017
352721,"352721","Bellefontaine Marsh","USA","United States of America",2008,2011,4.8,-9,-13.8,-287.5,2017
352722,"352722","Biloxi River Marshes","USA","United States of America",2008,2011,16.02,-9,-25.02,-156.179775280899,2017
352723,"352723","Grand Bay Savannah","USA","United States of America",2008,2011,46.89,-9,-55.89,-119.193857965451,2017
352724,"352724","Grand Bayou","USA","United States of America",2008,2011,2.3,-9,-11.3,-491.304347826087,2017
352724,"352724","Grand Bayou","USA","United States of America",2011,2016,-9,2.3365,11.3365,-125.961111111111,2017
352725,"352725","Davis Bayou","USA","United States of America",2008,2011,8.44,-9,-17.44,-206.635071090047,2015
352726,"352726","Deer Island","USA","United States of America",2008,2011,2.19,-9,-11.19,-510.958904109589,2017
352727,"352727","Escatawpa River Marsh","USA","United States of America",2008,2011,11.36,-9,-20.36,-179.225352112676,2017
352728,"352728","Armand Bayou and Nature Center","USA","United States of America",2008,2011,1.28,-9,-10.28,-803.125,2014
352734,"352734","Twin Lights","USA","United States of America",2008,2011,0.02,-9,-9.02,-45100,2014
352735,"352735","Fort Ross","USA","United States of America",2008,2011,0.57,-9,-9.57,-1678.94736842105,2014
352741,"352741","Absecon Lighthouse","USA","United States of America",2008,2011,0.01,-9,-9.01,-90100,2014
352742,"352742","Richardson Rock (San Miguel Island)","USA","United States of America",2008,2011,82.44,-9,-91.44,-110.917030567686,2017
352742,"352742","Richardson Rock (San Miguel Island)","USA","United States of America",2011,2016,-9,106.421,115.421,-1282.45555555556,2017
352743,"352743","Judith Rock (San Miguel Island)","USA","United States of America",2008,2011,11.82,-9,-20.82,-176.142131979695,2017
352743,"352743","Judith Rock (San Miguel Island)","USA","United States of America",2011,2016,-9,11.7913,20.7913,-231.014444444444,2017
352744,"352744","Harris Point (San Miguel Island)","USA","United States of America",2008,2011,39.43,-9,-48.43,-122.825259954349,2017
352744,"352744","Harris Point (San Miguel Island)","USA","United States of America",2011,2016,-9,65.2968,74.2968,-825.52,2017
352745,"352745","Skunk Point (Santa Rosa Island)","USA","United States of America",2008,2011,3.22,-9,-12.22,-379.503105590062,2017
352745,"352745","Skunk Point (Santa Rosa Island)","USA","United States of America",2011,2016,-9,3.54429,12.54429,-139.381,2017
352746,"352746","Carrington Point (Santa Rosa Island)","USA","United States of America",2008,2011,32.81,-9,-41.81,-127.430661383724,2017
352746,"352746","Carrington Point (Santa Rosa Island)","USA","United States of America",2011,2016,-9,33.0113,42.0113,-466.792222222222,2017
352747,"352747","South Point (Santa Rosa Island)","USA","United States of America",2008,2011,28.23,-9,-37.23,-131.880977683316,2017
352747,"352747","South Point (Santa Rosa Island)","USA","United States of America",2011,2016,-9,33.7191,42.7191,-474.656666666667,2017
352748,"352748","Gull Island (Santa Cruz Island)","USA","United States of America",2008,2011,39.71,-9,-48.71,-122.664316293125,2017
352748,"352748","Gull Island (Santa Cruz Island)","USA","United States of America",2011,2016,-9,51.6161,60.6161,-673.512222222222,2017
352749,"352749","Scorpion (Santa Cruz Island)","USA","United States of America",2008,2011,24.1,-9,-33.1,-137.344398340249,2017
352749,"352749","Scorpion (Santa Cruz Island)","USA","United States of America",2011,2016,-9,24.8178,33.8178,-375.753333333333,2017
352750,"352750","Santa Barbara Island","USA","United States of America",2008,2011,34.05,-9,-43.05,-126.431718061674,2017
352750,"352750","Santa Barbara Island","USA","United States of America",2011,2016,-9,33.0277,42.0277,-466.974444444444,2017
352751,"352751","Anacapa Island","USA","United States of America",2008,2011,29.54,-9,-38.54,-130.467163168585,2017
352751,"352751","Anacapa Island","USA","United States of America",2011,2016,-9,29.7764,38.7764,-430.848888888889,2017
352762,"352762","Bald Head Island State","USA","United States of America",2008,2011,23.78,-9,-32.78,-137.84693019344,2017
352764,"352764","Theodore Roosevelt State","USA","United States of America",2008,2011,1.23,-9,-10.23,-831.707317073171,2017
352765,"352765","Swan Point","USA","United States of America",2008,2011,0.58,-9,-9.58,-1651.72413793103,2014
352766,"352766","North Brigantine","USA","United States of America",2008,2011,3.02,-9,-12.02,-398.013245033113,2014
352767,"352767","Cape May wetlands","USA","United States of America",2008,2011,11.03,-9,-20.03,-181.595648232094,2014
352768,"352768","Swimming River","USA","United States of America",2008,2011,0.35,-9,-9.35,-2671.42857142857,2017
352769,"352769","Bethel Beach","USA","United States of America",2008,2011,0.3,-9,-9.3,-3100,2017
352770,"352770","Bush Mill Stream","USA","United States of America",2008,2011,0.42,-9,-9.42,-2242.85714285714,2014
352771,"352771","Chotank Creek","USA","United States of America",2008,2011,4.42,-9,-13.42,-303.619909502262,2014
352772,"352772","Cumberland Marsh","USA","United States of America",2008,2011,4.8,-9,-13.8,-287.5,2014
352773,"352773","Dameron Marsh","USA","United States of America",2008,2011,1.26,-9,-10.26,-814.285714285714,2017
352774,"352774","Hughlett Point","USA","United States of America",2008,2011,0.81,-9,-9.81,-1211.11111111111,2017
352775,"352775","New Point Comfort","USA","United States of America",2008,2011,0.39,-9,-9.39,-2407.69230769231,2017
352776,"352776","North Landing River","USA","United States of America",2008,2011,14.11,-9,-23.11,-163.784549964564,2014
352777,"352777","Northwest River","USA","United States of America",2008,2011,9.11,-9,-18.11,-198.792535675082,2014
352778,"352778","Parkers Marsh","USA","United States of America",2008,2011,2.81,-9,-11.81,-420.284697508897,2014
352779,"352779","Savage Neck Dunes","USA","United States of America",2008,2011,1.19,-9,-10.19,-856.302521008403,2017
352780,"352780","William B. Trower Bayshore","USA","United States of America",2008,2011,0.14,-9,-9.14,-6528.57142857143,2014
352781,"352781","Wreck Island","USA","United States of America",2008,2011,3.41,-9,-12.41,-363.929618768328,2014
352782,"352782","Cape Charles Coastal Habitat","USA","United States of America",2008,2011,0.11,-9,-9.11,-8281.81818181818,2014
352784,"352784","MacKerricher","USA","United States of America",2008,2011,1.8,-9,-10.8,-600,2017
352785,"352785","Julia Pfeiffer Burns","USA","United States of America",2008,2011,6.96,-9,-15.96,-229.310344827586,2017
352857,"352857","Ellisville Harbor","USA","United States of America",2008,2011,0.39,-9,-9.39,-2407.69230769231,2014
352858,"352858","Halibut Point","USA","United States of America",2008,2011,0.21,-9,-9.21,-4385.71428571429,2014
352859,"352859","Masonboro Island","USA","United States of America",2008,2011,0.72,-9,-9.72,-1350,2014
352860,"352860","Carolina Beach","USA","United States of America",2008,2011,2.51,-9,-11.51,-458.565737051793,2017
352861,"352861","Fort Macon","USA","United States of America",2008,2011,1.97,-9,-10.97,-556.852791878173,2017
352862,"352862","Goose Creek","USA","United States of America",2008,2011,6.72,-9,-15.72,-233.928571428571,2017
352863,"352863","Hammocks Beach","USA","United States of America",2008,2011,5,-9,-14,-280,2017
352864,"352864","Cheesequake","USA","United States of America",2008,2011,2.13,-9,-11.13,-522.535211267606,2017
352865,"352865","Fort Mott","USA","United States of America",2008,2011,0.37,-9,-9.37,-2532.43243243243,2014
352866,"352866","Island","USA","United States of America",2008,2011,2.07,-9,-11.07,-534.782608695652,2017
352867,"352867","Liberty","USA","United States of America",2008,2011,4.72,-9,-13.72,-290.677966101695,2017
352868,"352868","Corson's Inlet","USA","United States of America",2008,2011,0.55,-9,-9.55,-1736.36363636364,2014
352869,"352869","Cape May Point","USA","United States of America",2008,2011,0.69,-9,-9.69,-1404.34782608696,2015
352871,"352871","Brenton Point","USA","United States of America",2008,2011,0.32,-9,-9.32,-2912.5,2014
352872,"352872","Fort Adams and Beach","USA","United States of America",2008,2011,0.54,-9,-9.54,-1766.66666666667,2014
352874,"352874","Goddard Memorial and Beach","USA","United States of America",2008,2011,1.78,-9,-10.78,-605.61797752809,2014
352877,"352877","East Matunuck","USA","United States of America",2008,2011,0.1,-9,-9.1,-9100,2014
352878,"352878","Fisherman's Memorial","USA","United States of America",2008,2011,0.3,-9,-9.3,-3100,2014
352879,"352879","Misquamicut","USA","United States of America",2008,2011,0.39,-9,-9.39,-2407.69230769231,2014
352882,"352882","Scarborough","USA","United States of America",2008,2011,0.17,-9,-9.17,-5394.11764705882,2014
352883,"352883","Boca Chica","USA","United States of America",2008,2011,5.37,-9,-14.37,-267.597765363129,2014
352884,"352884","Goose Island","USA","United States of America",2008,2011,0.93,-9,-9.93,-1067.74193548387,2017
352886,"352886","Belle Island","USA","United States of America",2008,2011,2.76,-9,-11.76,-426.086956521739,2014
352887,"352887","Chippokes Plantation","USA","United States of America",2008,2011,6.66,-9,-15.66,-235.135135135135,2014
352888,"352888","False Cape","USA","United States of America",2008,2011,15.47,-9,-24.47,-158.177117000646,2017
352889,"352889","First Landing","USA","United States of America",2008,2011,11.74,-9,-20.74,-176.660988074957,2017
352890,"352890","Kiptopeke","USA","United States of America",2008,2011,2,-9,-11,-550,2017
352891,"352891","Leesylvania","USA","United States of America",2008,2011,1.96,-9,-10.96,-559.183673469388,2017
352892,"352892","Mason Neck","USA","United States of America",2008,2011,7.32,-9,-16.32,-222.950819672131,2017
352893,"352893","Westmoreland","USA","United States of America",2008,2011,5.33,-9,-14.33,-268.855534709193,2017
352895,"352895","Caledon","USA","United States of America",2008,2011,9.96,-9,-18.96,-190.361445783133,2017
352896,"352896","Fort Worden","USA","United States of America",2008,2011,1.72,-9,-10.72,-623.255813953488,2015
352897,"352897","Fort Casey","USA","United States of America",2008,2011,3.78,-9,-12.78,-338.095238095238,2014
352898,"352898","Fort Ward","USA","United States of America",2008,2011,1.17,-9,-10.17,-869.230769230769,2014
352899,"352899","Kopachuck","USA","United States of America",2008,2011,2.54,-9,-11.54,-454.330708661417,2014
352902,"352902","Fort Fisher","USA","United States of America",2008,2011,1.89,-9,-10.89,-576.190476190476,2014
352904,"352904","Scusset Beach","USA","United States of America",2008,2011,1.54,-9,-10.54,-684.415584415584,2014
352906,"352906","Pointe aux Chenes","USA","United States of America",2008,2011,140.64,-9,-149.64,-106.399317406143,2014
352908,"352908","Wisner","USA","United States of America",2008,2011,67.22,-9,-76.22,-113.388872359417,2014
352911,"352911","Salvador","USA","United States of America",2008,2011,120.51,-9,-129.51,-107.468259895444,2014
352912,"352912","Chase Garden Creek Salt Marsh","USA","United States of America",2008,2011,0.19,-9,-9.19,-4836.84210526316,2014
352913,"352913","English Salt Marsh","USA","United States of America",2008,2011,0.02,-9,-9.02,-45100,2014
352914,"352914","Fox Island Salt Marsh","USA","United States of America",2008,2011,0.28,-9,-9.28,-3314.28571428571,2014
352915,"352915","North Shore Salt Marsh","USA","United States of America",2008,2011,0.06,-9,-9.06,-15100,2014
352917,"352917","William Forward","USA","United States of America",2008,2011,7.35,-9,-16.35,-222.448979591837,2014
352929,"352929","Balthrope Marsh","USA","United States of America",2008,2011,0.3,-9,-9.3,-3100,2017
352930,"352930","Hog Island","USA","United States of America",2008,2011,9.46,-9,-18.46,-195.137420718816,2017
352931,"352931","Mockhorn Island","USA","United States of America",2008,2011,30.99,-9,-39.99,-129.041626331075,2014
352932,"352932","Princess Anne","USA","United States of America",2008,2011,6.23,-9,-15.23,-244.46227929374,2017
352933,"352933","Ragged Island","USA","United States of America",2008,2011,5.87,-9,-14.87,-253.321976149915,2017
352934,"352934","Guard Shore","USA","United States of America",2008,2011,25.25,-9,-34.25,-135.643564356436,2017
352935,"352935","Pass a Loutre","USA","United States of America",2008,2011,460.85,-9,-469.85,-101.952913095367,2014
352936,"352936","State Wildlife Management Area and Game Preserve","USA","United States of America",2008,2011,59.2,-9,-68.2,-115.202702702703,2014
352940,"352940","Egg Rock (Henry Cabot Lodge)","USA","United States of America",2008,2011,0.01,-9,-9.01,-90100,2014
352941,"352941","Milk Island (Knight)","USA","United States of America",2008,2011,0.1,-9,-9.1,-9100,2014
352942,"352942","Ram Island- Salisbury","USA","United States of America",2008,2011,0.1,-9,-9.1,-9100,2014
352959,"352959","South Bay","USA","United States of America",2008,2011,13.81,-9,-22.81,-165.170166545981,2014
352960,"352960","Welder Flats","USA","United States of America",2008,2011,5.52,-9,-14.52,-263.04347826087,2014
352970,"352970","Scripps","USA","United States of America",2008,2011,0.35,-9,-9.35,-2671.42857142857,2017
352970,"352970","Scripps","USA","United States of America",2011,2016,-9,0.347766,9.347766,-103.864066666667,2017
352971,"352971","South Puget Sound","USA","United States of America",2008,2011,12.07,-9,-21.07,-174.565037282519,2017
352979,"352979","Port Republic","USA","United States of America",2008,2011,5.74,-9,-14.74,-256.794425087108,2017
352980,"352980","Swan Bay","USA","United States of America",2008,2011,7.33,-9,-16.33,-222.783083219645,2017
352981,"352981","Manahawkin","USA","United States of America",2008,2011,3.5,-9,-12.5,-357.142857142857,2014
352982,"352982","Great Bay","USA","United States of America",2008,2011,19.41,-9,-28.41,-146.367851622875,2017
352983,"352983","Sedge Island","USA","United States of America",2008,2011,0.74,-9,-9.74,-1316.21621621622,2017
352984,"352984","Mad Horse Creek","USA","United States of America",2008,2011,32.04,-9,-41.04,-128.089887640449,2014
352985,"352985","Nantuxent","USA","United States of America",2008,2011,5.11,-9,-14.11,-276.125244618395,2014
352986,"352986","Egg Island","USA","United States of America",2008,2011,31.56,-9,-40.56,-128.51711026616,2014
352987,"352987","Heislerville","USA","United States of America",2008,2011,21.1,-9,-30.1,-142.654028436019,2015
352988,"352988","Dennis Creek","USA","United States of America",2008,2011,23.01,-9,-32.01,-139.113428943937,2017
352989,"352989","Fortescue","USA","United States of America",2008,2011,3.97,-9,-12.97,-326.700251889169,2014
352990,"352990","Cape May","USA","United States of America",2008,2011,49.07,-9,-58.07,-118.341145302629,2017
352991,"352991","Absecon","USA","United States of America",2008,2011,13.64,-9,-22.64,-165.982404692082,2014
352992,"352992","Higbee","USA","United States of America",2008,2011,3.29,-9,-12.29,-373.556231003039,2017
352993,"352993","Abbotts Meadow","USA","United States of America",2008,2011,2.96,-9,-11.96,-404.054054054054,2014
352994,"352994","Dix","USA","United States of America",2008,2011,9.94,-9,-18.94,-190.543259557344,2014
352995,"352995","New Sweden","USA","United States of America",2008,2011,5.27,-9,-14.27,-270.777988614801,2014
352996,"352996","Pork Island","USA","United States of America",2008,2011,0.9,-9,-9.9,-1100,2017
352997,"352997","Malibu","USA","United States of America",2008,2011,0.24,-9,-9.24,-3850,2017
352998,"352998","Tuckahoe","USA","United States of America",2008,2011,59.88,-9,-68.88,-115.03006012024,2017
353000,"353000","Salem River","USA","United States of America",2008,2011,1.39,-9,-10.39,-747.482014388489,2014
353001,"353001","Navesink River","USA","United States of America",2008,2011,0.21,-9,-9.21,-4385.71428571429,2014
353002,"353002","Upper Barnegat Bay","USA","United States of America",2008,2011,0.06,-9,-9.06,-15100,2017
353009,"353009","Welder Flats","USA","United States of America",2008,2011,5.52,-9,-14.52,-263.04347826087,2014
353014,"353014","Lower Neches","USA","United States of America",2008,2011,24.91,-9,-33.91,-136.130068245684,2017
353015,"353015","Mad Island","USA","United States of America",2008,2011,28.86,-9,-37.86,-131.185031185031,2017
353017,"353017","Redhead Pond","USA","United States of America",2008,2011,0.15,-9,-9.15,-6100,2014
353019,"353019","Murphree","USA","United States of America",2008,2011,99.06,-9,-108.06,-109.08540278619,2014
353042,"353042","Barbers Point","USA","United States of America",2008,2011,12.63,-9,-21.63,-171.25890736342,2014
353043,"353043","Hakalau to Onomea Bay","USA","United States of America",2008,2011,45.98,-9,-54.98,-119.573727707699,2014
353044,"353044","Hanalei-Kilauea Point","USA","United States of America",2008,2011,23.23,-9,-32.23,-138.743004735256,2014
353045,"353045","Hanamaulu Bay, Ahukini Recreational Pier","USA","United States of America",2008,2011,0.35,-9,-9.35,-2671.42857142857,2014
353046,"353046","Ilio Point to Panalaia Point","USA","United States of America",2008,2011,93.13,-9,-102.13,-109.663910662515,2014
353047,"353047","Ka Lae","USA","United States of America",2008,2011,46.8,-9,-55.8,-119.230769230769,2014
353048,"353048","Kaena Point to Makua","USA","United States of America",2008,2011,15.85,-9,-24.85,-156.782334384858,2014
353049,"353049","Kalohi/Pailolo Channels","USA","United States of America",2008,2011,69.73,-9,-78.73,-112.906926717338,2014
353050,"353050","Kaneohe Bay","USA","United States of America",2008,2011,13.92,-9,-22.92,-164.655172413793,2014
353051,"353051","Kaunakakai Harbor","USA","United States of America",2008,2011,0.14,-9,-9.14,-6528.57142857143,2014
353052,"353052","Kaupo to Kaapahu Bay","USA","United States of America",2008,2011,17.92,-9,-26.92,-150.223214285714,2014
353053,"353053","Kawaihae Harbor","USA","United States of America",2008,2011,0.01,-9,-9.01,-90100,2014
353054,"353054","Keauhou Bay","USA","United States of America",2008,2011,0.03,-9,-9.03,-30100,2014
353055,"353055","Kiholo Bay","USA","United States of America",2008,2011,2.62,-9,-11.62,-443.511450381679,2014
353056,"353056","Kiholo Bay to Puako","USA","United States of America",2008,2011,40.35,-9,-49.35,-122.304832713755,2014
353057,"353057","Kona Coast","USA","United States of America",2008,2011,10.63,-9,-19.63,-184.666039510818,2014
353058,"353058","Leleiwi Point to Kaloli Point","USA","United States of America",2008,2011,69.54,-9,-78.54,-112.942191544435,2014
353059,"353059","Makahuena Point to S. Kawai Point","USA","United States of America",2008,2011,22.43,-9,-31.43,-140.124832813197,2014
353060,"353060","Makapuu Point","USA","United States of America",2008,2011,10.1,-9,-19.1,-189.108910891089,2014
353061,"353061","Makawana Point to Pauwela Point","USA","United States of America",2008,2011,89.9,-9,-98.9,-110.011123470523,2014
353062,"353062","Maunalua Bay","USA","United States of America",2008,2011,5.67,-9,-14.67,-258.730158730159,2014
353063,"353063","Moku-o-loe Island (Coconut Island)","USA","United States of America",2008,2011,0.29,-9,-9.29,-3203.44827586207,2014
353064,"353064","Nawiliwili Harbor","USA","United States of America",2008,2011,0.13,-9,-9.13,-7023.07692307692,2014
353065,"353065","Niihau","USA","United States of America",2008,2011,49.68,-9,-58.68,-118.115942028986,2014
353066,"353066","Paiko Lagoon","USA","United States of America",2008,2011,0.11,-9,-9.11,-8281.81818181818,2014
353067,"353067","Palemano Point to Alika","USA","United States of America",2008,2011,97.72,-9,-106.72,-109.209987720016,2014
353068,"353068","Penguin Bank, pinnacle","USA","United States of America",2008,2011,51.18,-9,-60.18,-117.584994138335,2014
353068,"353068","Penguin Bank, pinnacle","USA","United States of America",2011,2012,-9,51.18,60.18,-668.666666666667,2014
353069,"353069","Penguin Bank, Third Finger","USA","United States of America",2008,2011,54.14,-9,-63.14,-116.623568526044,2014
353070,"353070","Port Allen","USA","United States of America",2008,2011,0.1,-9,-9.1,-9100,2014
353071,"353071","Waialea Bay","USA","United States of America",2008,2011,0.14,-9,-9.14,-6528.57142857143,2014
353072,"353072","West Hawaii Regional","USA","United States of America",2008,2011,157.92,-9,-166.92,-105.699088145897,2014
354071,"354071","Kepulauan Padamarang","IDN","Indonesia",2008,2015,36,360,324,900,2017
354079,"354079","Cod Grounds","AUS","Australia",2013,2014,3.1376,4,0.8624,27.4859765425803,2017
354822,"354822","Governor Island Marine","AUS","Australia",2008,2010,0.6,0.07,-0.53,-88.3333333333333,2016
354822,"354822","Governor Island Marine","AUS","Australia",2011,2012,0.07,0.5384,0.4684,669.142857142857,2016
35531,"35531","Chassahowitzka","USA","United States of America",2008,2012,95.43,55.22,-40.21,-42.1355967725034,2014
356590,"356590","Lipfert, Milligan, Etc Islands","AUS","Australia",2008,2017,0.0637,0.0243188298,-0.0393811702,-61.822873155416,2017
356912,"356912","Ninepin Point","AUS","Australia",2014,2017,0.6203,7.3213230419,6.7010230419,1080.28744831533,2017
357006,"357006","Phillip Island Nature Park","AUS","Australia",2008,2010,18.16,3.36,-14.8,-81.4977973568282,2017
36051,"36051","Laguna de Guaimoreto","HND","Honduras",2008,2010,50,11.42,-38.58,-77.16,2017
36095,"36095","Admiral Cockburn","TCA","Turks and Caicos Islands",2008,2010,4.31,1.04,-3.27,-75.8700696055684,2017
36097,"36097","Punta del Este","CUB","Cuba",2007,2017,97.09,347.24,250.15,257.647543516325,2017
36115,"36115","Los Indios","CUB","Cuba",2008,2010,55.81,1.84,-53.97,-96.7030998029027,2017
36123,"36123","Delta del Cauto","CUB","Cuba",2008,2010,663.75,125.4,-538.35,-81.1073446327684,2017
